ewc_loss,kl_loss,win_rate_simple,win_rate_static_3
4.290948e-06,0.29672608,,
3.9338197e-06,0.29111874,,
4.3122623e-06,0.27122867,,
5.0973304e-06,0.25330907,,
4.958282e-06,0.2120166,,
5.8264823e-06,0.19064523,,
5.5143464e-06,0.19822794,,
6.178096e-06,0.18204315,,
6.1222563e-06,0.15248851,,
5.5465025e-06,0.13156603,,
4.997009e-06,0.107688636,,
5.2220166e-06,0.10717333,,
5.27756e-06,0.093862206,,
5.4777497e-06,0.09786387,,
6.0976286e-06,0.105811395,,
4.6081927e-06,0.105582915,,
,,0.54,0.3
5.447484e-06,0.091914184,,
4.8769803e-06,0.0914232,,
4.638511e-06,0.097462304,,
4.990384e-06,0.08458292,,
5.1936768e-06,0.095118396,,
4.9839705e-06,0.10498913,,
4.751232e-06,0.08785681,,
4.6365085e-06,0.079858415,,
4.859492e-06,0.08053322,,
4.605476e-06,0.09183851,,
4.203809e-06,0.0844182,,
4.7206668e-06,0.091270916,,
4.790346e-06,0.07502741,,
4.2725096e-06,0.084728196,,
4.528506e-06,0.06291171,,
4.1137578e-06,0.0846779,,
,,0.58,0.16
4.3831647e-06,0.06760925,,
4.7352414e-06,0.056709103,,
4.6717787e-06,0.07297291,,
3.936439e-06,0.05730925,,
4.1180037e-06,0.05962553,,
4.1034086e-06,0.060167342,,
4.438013e-06,0.06684794,,
4.0451373e-06,0.05855067,,
4.258765e-06,0.07213689,,
3.8407497e-06,0.057485357,,
4.4114236e-06,0.05789505,,
4.3887217e-06,0.06305272,,
4.338459e-06,0.06486548,,
4.273668e-06,0.06337985,,
4.2815127e-06,0.053410262,,
3.998196e-06,0.06697217,,
,,0.66,0.18
4.081943e-06,0.050529253,,
4.278991e-06,0.059597936,,
3.7919324e-06,0.058702882,,
3.9410916e-06,0.060405064,,
4.15652e-06,0.047199678,,
4.4640296e-06,0.046335325,,
3.8266576e-06,0.05485674,,
3.6854435e-06,0.05709943,,
4.022207e-06,0.061129343,,
3.7289885e-06,0.057269868,,
3.8962185e-06,0.063996494,,
4.662587e-06,0.049343225,,
4.2799425e-06,0.05273912,,
4.2558377e-06,0.048287444,,
3.7302036e-06,0.05624987,,
3.493173e-06,0.043427512,,
,,0.82,0.1
3.993873e-06,0.041280795,,
3.6319589e-06,0.05422224,,
3.7005861e-06,0.04627254,,
4.0728332e-06,0.05189291,,
3.835595e-06,0.06138192,,
3.444223e-06,0.041617952,,
3.986198e-06,0.04818124,,
3.672013e-06,0.04584083,,
3.6586096e-06,0.049484596,,
3.7849763e-06,0.043286823,,
4.0436516e-06,0.042296972,,
4.8352263e-06,0.04820372,,
4.1639146e-06,0.04192182,,
4.7608387e-06,0.042012025,,
3.985582e-06,0.041177426,,
3.3534513e-06,0.044033002,,
,,0.76,0.08
3.4900218e-06,0.037784684,,
3.2512098e-06,0.04389325,,
3.7199081e-06,0.045727305,,
3.7216528e-06,0.038724523,,
3.4888765e-06,0.040443823,,
3.2229284e-06,0.04682744,,
3.9475785e-06,0.04125838,,
3.6949784e-06,0.045638703,,
3.9110673e-06,0.043434907,,
3.4598565e-06,0.044415016,,
3.8853573e-06,0.03918324,,
3.7982154e-06,0.04053422,,
3.4636207e-06,0.03642551,,
4.1783046e-06,0.039318312,,
3.2547227e-06,0.044802874,,
3.2505284e-06,0.042094517,,
,,0.72,0.12
3.721943e-06,0.035985522,,
3.3181564e-06,0.04094595,,
3.4199754e-06,0.036667816,,
3.0549334e-06,0.035676308,,
3.5212977e-06,0.03965567,,
3.7030884e-06,0.038216304,,
3.2906548e-06,0.043928314,,
3.733657e-06,0.03501171,,
3.1056713e-06,0.036507163,,
3.1941736e-06,0.034473404,,
3.3840565e-06,0.03189516,,
3.6294787e-06,0.033976577,,
3.5528549e-06,0.036944903,,
3.583089e-06,0.03516603,,
3.3764172e-06,0.046528827,,
3.5055448e-06,0.045310594,,
,,0.78,0.04
3.4362872e-06,0.037654214,,
3.0320903e-06,0.03780402,,
3.3718902e-06,0.03284155,,
3.4627399e-06,0.034027696,,
3.2580515e-06,0.03746541,,
3.8275925e-06,0.03599065,,
3.6121844e-06,0.04922287,,
3.0360147e-06,0.03212212,,
3.129515e-06,0.031046655,,
3.3488705e-06,0.033874698,,
3.0690765e-06,0.04161048,,
3.1704337e-06,0.0374647,,
3.1912593e-06,0.034152366,,
3.5877592e-06,0.03604555,,
3.8199014e-06,0.032931212,,
3.2400178e-06,0.034141652,,
