ewc_loss,kl_loss,win_rate_nobomb,win_rate_simple,win_rate_static_3
[[9.57523e-06]],0.07212061,,,
[[0.00047257]],0.08560671,,,
[[0.00013778]],0.071709916,,,
[[0.0004463]],0.08247831,,,
[[7.464878e-05]],0.06872544,,,
[[0.00090385]],0.07721917,,,
[[0.00018155]],0.072482854,,,
[[0.00030915]],0.082578294,,,
[[2.042598e-05]],0.06773944,,,
[[0.00134649]],0.09197319,,,
[[5.8161506e-05]],0.0761367,,,
[[6.124951e-05]],0.07014128,,,
[[0.00027949]],0.07625031,,,
[[0.00017407]],0.061431747,,,
,,0.52,0.32,0.88
[[8.096743e-05]],0.09940422,,,
[[0.00023477]],0.06907961,,,
[[7.799421e-05]],0.074053414,,,
[[0.00102283]],0.07516487,,,
[[0.0008517]],0.063056275,,,
[[3.361612e-05]],0.074459285,,,
[[0.0009393]],0.07982948,,,
[[0.00013626]],0.07192039,,,
[[8.109214e-05]],0.07881041,,,
[[0.0022931]],0.062206887,,,
[[0.00017291]],0.07934477,,,
[[9.118055e-05]],0.06937884,,,
[[0.00017861]],0.07465093,,,
[[0.00021519]],0.07451358,,,
[[0.00056923]],0.07451722,,,
[[3.597831e-05]],0.07449785,,,
,,0.52,0.42,0.92
[[9.140242e-05]],0.07699314,,,
[[0.00010398]],0.080350645,,,
[[3.2593118e-05]],0.07190066,,,
[[0.00037269]],0.0699773,,,
[[5.7783807e-05]],0.08040257,,,
[[2.1712016e-05]],0.070853665,,,
[[0.00060356]],0.07493419,,,
[[1.9196796e-05]],0.07089665,,,
[[0.00037466]],0.07850669,,,
[[4.9843165e-05]],0.080090456,,,
[[0.00015523]],0.07633839,,,
[[5.0531235e-05]],0.059786644,,,
[[4.6688805e-05]],0.07967105,,,
[[0.00035546]],0.079416275,,,
[[0.00015032]],0.074167304,,,
[[0.00046921]],0.0663419,,,
,,0.54,0.46,0.88
[[0.00153627]],0.059739456,,,
[[1.5369325e-05]],0.06526834,,,
[[0.00033526]],0.072380595,,,
[[1.8746136e-05]],0.08228354,,,
[[0.002925]],0.07826901,,,
[[0.00184888]],0.080736026,,,
[[1.8808094e-05]],0.060414825,,,
[[0.00014945]],0.075128466,,,
[[0.00154704]],0.06609109,,,
[[0.00019051]],0.06729442,,,
[[7.233036e-05]],0.07050978,,,
[[0.00012754]],0.06875875,,,
[[0.00102923]],0.07609931,,,
[[0.0001813]],0.07371804,,,
[[0.00079604]],0.068822116,,,
[[0.00013373]],0.08367188,,,
,,0.62,0.22,0.86
[[0.0002539]],0.07138004,,,
[[0.00033079]],0.08479291,,,
[[0.00117196]],0.07598639,,,
[[0.00059171]],0.058658857,,,
[[6.5433094e-05]],0.07149001,,,
[[0.00085621]],0.071520954,,,
[[0.0001958]],0.065175354,,,
[[0.00043124]],0.06979356,,,
[[4.3647724e-05]],0.09435086,,,
[[0.00070209]],0.07419416,,,
[[0.00033443]],0.06339345,,,
[[9.29591e-06]],0.06522774,,,
[[0.00014599]],0.0746813,,,
[[0.00023425]],0.061795335,,,
[[0.0001269]],0.06586752,,,
[[2.3272787e-05]],0.07472635,,,
,,0.54,0.44,0.86
[[4.5117777e-05]],0.07275468,,,
[[0.00025652]],0.073738955,,,
[[5.7325342e-05]],0.06344301,,,
[[1.6176833e-05]],0.07913404,,,
[[0.00051922]],0.07098985,,,
[[0.00046659]],0.06381181,,,
[[3.3259195e-05]],0.071785405,,,
[[0.00138531]],0.073707476,,,
[[0.00049418]],0.0730009,,,
[[2.984478e-05]],0.08048915,,,
[[0.00083977]],0.075285174,,,
[[1.2139423e-05]],0.06736973,,,
[[0.00060493]],0.08207608,,,
[[0.00010792]],0.07634675,,,
[[0.00326734]],0.062125694,,,
[[4.1995427e-05]],0.07724297,,,
,,0.64,0.38,0.96
[[9.47947e-05]],0.058802396,,,
[[4.8823214e-05]],0.06372533,,,
[[0.00181499]],0.08261674,,,
[[5.6219695e-05]],0.0659606,,,
[[0.00016496]],0.07486129,,,
[[0.00104856]],0.08090295,,,
[[7.8431905e-05]],0.07328259,,,
[[0.00048211]],0.06744077,,,
[[8.8451554e-05]],0.06807061,,,
[[1.025583e-05]],0.069729164,,,
[[0.00073831]],0.060962845,,,
[[9.489433e-05]],0.060423374,,,
[[2.924219e-05]],0.07746966,,,
[[0.00051509]],0.07567397,,,
[[0.00022938]],0.061854526,,,
[[0.00030048]],0.06918476,,,
,,0.68,0.46,0.88
[[0.00027353]],0.06609208,,,
[[0.00066025]],0.062424086,,,
[[0.00014534]],0.07040762,,,
[[0.00033874]],0.06591629,,,
[[0.00072312]],0.06985049,,,
[[0.00229849]],0.06433822,,,
[[2.8148137e-05]],0.07180575,,,
[[0.00017096]],0.06656729,,,
[[0.00286768]],0.07136521,,,
[[1.5108006e-05]],0.07601846,,,
[[9.330353e-05]],0.067359425,,,
[[0.00010758]],0.06786428,,,
[[0.00014635]],0.07031167,,,
[[0.00260632]],0.071050845,,,
[[1.3999237e-05]],0.071724646,,,
[[0.00061737]],0.06097927,,,
,,0.6,0.34,0.9
[[0.00077198]],0.06407106,,,
[[0.00077947]],0.06967147,,,
[[0.00048682]],0.08118278,,,
[[0.00016054]],0.06292528,,,
[[0.00019523]],0.07467843,,,
[[0.00086091]],0.064805485,,,
[[9.181395e-05]],0.0627569,,,
[[0.00089202]],0.08097733,,,
[[0.00063691]],0.07023644,,,
[[1.5736445e-05]],0.06526427,,,
[[0.00029071]],0.054532547,,,
[[0.00179903]],0.07075604,,,
[[4.8348516e-05]],0.068162605,,,
[[0.00016826]],0.07024163,,,
[[0.00021456]],0.07531021,,,
[[0.00015817]],0.06551769,,,
,,0.58,0.4,0.94
[[0.00055701]],0.067527935,,,
[[0.00227561]],0.06958123,,,
[[0.00025078]],0.06646292,,,
[[0.00049485]],0.057223547,,,
[[0.00400556]],0.06409106,,,
[[0.00063746]],0.0671453,,,
[[1.4801187e-05]],0.06891404,,,
[[0.00034384]],0.06360409,,,
[[0.00080333]],0.06408017,,,
[[0.00029174]],0.06410769,,,
[[9.566436e-06]],0.068349876,,,
[[0.00066479]],0.0713956,,,
[[4.260582e-05]],0.07042407,,,
[[2.7831527e-05]],0.07404204,,,
[[0.00027321]],0.0789417,,,
[[0.00013242]],0.07114258,,,
,,0.66,0.26,0.9
[[9.552883e-05]],0.06133018,,,
[[0.00055408]],0.056461617,,,
[[0.00011325]],0.07320554,,,
[[0.00024134]],0.06534082,,,
[[0.00168522]],0.06427425,,,
[[0.00014602]],0.06635271,,,
[[0.00020253]],0.06438265,,,
[[0.00015194]],0.06885247,,,
[[0.0006129]],0.0643544,,,
[[2.3236213e-05]],0.07061796,,,
[[0.0002774]],0.06651047,,,
[[0.00044329]],0.07814417,,,
[[0.00076334]],0.07173934,,,
[[2.8828712e-05]],0.06617572,,,
[[8.8864705e-05]],0.058674723,,,
[[3.667726e-05]],0.07432545,,,
,,0.68,0.6,0.88
[[0.00152522]],0.05337335,,,
[[8.067166e-05]],0.06414823,,,
[[0.00012731]],0.06479809,,,
[[0.00510943]],0.058401927,,,
[[5.0524755e-05]],0.06969495,,,
[[1.728619e-05]],0.05684095,,,
[[0.0002183]],0.06673353,,,
[[0.0009664]],0.06320489,,,
[[2.468767e-05]],0.075478144,,,
[[0.00054505]],0.059505664,,,
[[0.0001392]],0.061988305,,,
[[5.4755594e-05]],0.076042324,,,
[[1.0617722e-05]],0.06847712,,,
[[0.00041553]],0.059588566,,,
[[2.361227e-05]],0.058878083,,,
[[8.582414e-05]],0.06270483,,,
,,0.7,0.3,0.88
[[2.2218139e-05]],0.06531815,,,
[[0.00140249]],0.06971568,,,
[[0.00027296]],0.07263012,,,
[[0.00014784]],0.06724903,,,
[[3.540769e-05]],0.07027681,,,
[[0.00029441]],0.085883476,,,
[[5.287967e-05]],0.056295954,,,
[[0.00032725]],0.066591345,,,
[[0.0001682]],0.059496026,,,
[[0.00021893]],0.056545615,,,
[[0.00078846]],0.068133004,,,
[[3.558148e-05]],0.056335982,,,
[[0.00052264]],0.06684019,,,
[[0.00011744]],0.05843049,,,
[[0.00016062]],0.07004456,,,
[[0.00017929]],0.058430452,,,
,,0.72,0.42,0.88
[[3.6122423e-05]],0.06521079,,,
[[0.00023224]],0.061133407,,,
[[0.00019018]],0.057442676,,,
[[7.709733e-05]],0.066964604,,,
[[0.0003453]],0.06897461,,,
[[0.00043841]],0.06732705,,,
[[3.559819e-05]],0.06312874,,,
[[3.8651164e-05]],0.052902736,,,
[[1.40588845e-05]],0.058428906,,,
[[0.00011102]],0.07024931,,,
[[6.35571e-05]],0.06774152,,,
[[0.0001237]],0.06123931,,,
[[0.00016777]],0.06595724,,,
[[3.3540142e-05]],0.06658516,,,
[[0.00071478]],0.06340796,,,
[[0.00021339]],0.069029585,,,
,,0.62,0.38,0.84
[[0.00240867]],0.06895371,,,
[[0.00058375]],0.06290774,,,
[[3.1259653e-05]],0.062868394,,,
[[0.00044878]],0.06904528,,,
[[0.0001313]],0.07129658,,,
[[5.052839e-05]],0.068582624,,,
[[0.00039593]],0.06712223,,,
[[1.2208904e-05]],0.09927334,,,
[[0.00363749]],0.072596766,,,
[[0.00021714]],0.056749005,,,
[[3.2691194e-05]],0.054174885,,,
[[0.00019186]],0.080183335,,,
[[0.00023197]],0.0677444,,,
[[0.00038082]],0.05225584,,,
[[0.00015244]],0.057118632,,,
[[0.00014146]],0.04720257,,,
,,0.72,0.26,0.88
[[3.948247e-05]],0.056750387,,,
[[0.00071979]],0.065205574,,,
[[2.7871361e-05]],0.05873149,,,
[[3.6110378e-05]],0.06469883,,,
[[3.760753e-05]],0.07001572,,,
[[0.00025156]],0.06629146,,,
[[0.00139108]],0.076207034,,,
[[0.00046092]],0.06498334,,,
[[0.00058852]],0.0624529,,,
[[0.00010253]],0.05545677,,,
[[0.00016377]],0.06277841,,,
[[7.747427e-06]],0.056833386,,,
[[0.0012482]],0.06733799,,,
[[0.00047383]],0.06797403,,,
[[3.3400578e-05]],0.07329557,,,
[[0.00131404]],0.07194461,,,
,,0.62,0.38,0.94
[[0.00025035]],0.06685388,,,
[[0.00079891]],0.074583866,,,
[[0.00094508]],0.06540825,,,
[[6.500658e-05]],0.074356765,,,
[[0.00177838]],0.0691627,,,
[[0.00079117]],0.055179227,,,
[[3.139015e-05]],0.06332448,,,
[[0.00046553]],0.06343058,,,
[[0.00068804]],0.06481284,,,
[[0.0008211]],0.060531825,,,
[[0.00020023]],0.066564724,,,
[[6.612162e-05]],0.06545677,,,
[[7.1404495e-05]],0.0601205,,,
[[0.00130347]],0.055076905,,,
[[0.00028517]],0.0607643,,,
[[0.0001883]],0.059221987,,,
,,0.56,0.42,0.92
[[0.00074132]],0.06908822,,,
[[0.00011869]],0.07162331,,,
[[0.00022166]],0.05888114,,,
[[0.00109306]],0.060214464,,,
[[0.00010164]],0.05560017,,,
[[0.00027759]],0.054534253,,,
[[0.00021458]],0.0730974,,,
[[4.3155233e-05]],0.066241175,,,
[[7.992669e-05]],0.062140718,,,
[[0.00056823]],0.07299543,,,
[[9.237245e-05]],0.06798304,,,
[[4.7911122e-05]],0.058841467,,,
[[0.00015407]],0.06879527,,,
[[6.1161285e-05]],0.06914325,,,
[[0.00328432]],0.054790474,,,
[[0.00019134]],0.06716206,,,
,,0.66,0.34,0.92
[[9.830839e-05]],0.068875715,,,
[[0.00027552]],0.064992495,,,
[[8.548101e-05]],0.054610733,,,
[[4.3196018e-05]],0.06302975,,,
[[8.698136e-05]],0.07070576,,,
[[0.00235899]],0.06426798,,,
[[0.00031134]],0.055106074,,,
[[7.390512e-05]],0.069304675,,,
[[0.00129731]],0.061190072,,,
[[0.00057533]],0.07028829,,,
[[1.3785676e-05]],0.07099561,,,
[[0.00023086]],0.07554602,,,
[[0.00072972]],0.057759102,,,
[[7.1885224e-05]],0.06785277,,,
[[0.00011984]],0.06308687,,,
[[0.0009131]],0.06467495,,,
,,0.62,0.32,0.98
[[3.5362034e-05]],0.0643331,,,
[[0.00051835]],0.06873738,,,
[[0.00053332]],0.051181585,,,
[[2.0628631e-05]],0.057987757,,,
[[0.00106844]],0.06305626,,,
[[5.9850747e-05]],0.06280022,,,
[[0.00252548]],0.0618152,,,
[[0.00011462]],0.049907673,,,
[[0.00039462]],0.06994463,,,
[[0.0001969]],0.053578135,,,
[[0.00013797]],0.06518204,,,
[[6.470308e-05]],0.055720955,,,
[[0.00109051]],0.060225934,,,
[[0.00040884]],0.06679098,,,
[[3.9953433e-05]],0.06667368,,,
[[0.00036147]],0.061062757,,,
,,0.54,0.36,0.92
[[6.533786e-05]],0.050594244,,,
[[0.00168331]],0.06229042,,,
[[0.00011654]],0.053190075,,,
[[0.00044312]],0.06613822,,,
[[0.00014162]],0.059708983,,,
[[0.0001798]],0.0650682,,,
[[0.00042756]],0.06992894,,,
[[0.00089801]],0.07826002,,,
[[0.00030821]],0.050891753,,,
[[0.00016886]],0.05450243,,,
[[9.7155804e-05]],0.06400106,,,
[[0.00052962]],0.06702723,,,
[[6.505653e-05]],0.07151206,,,
[[0.00072976]],0.060014606,,,
[[0.00067446]],0.059742123,,,
[[3.0996274e-05]],0.06405873,,,
,,0.6,0.22,0.88
[[0.00040909]],0.06879523,,,
[[0.00058538]],0.051375493,,,
[[8.8618735e-06]],0.049112894,,,
[[0.00049579]],0.056577668,,,
[[2.8790104e-05]],0.050578546,,,
[[0.00034113]],0.060271606,,,
[[0.00030445]],0.06819849,,,
[[9.534785e-05]],0.051808823,,,
[[4.505074e-05]],0.06632757,,,
[[0.00072738]],0.065897375,,,
[[6.850434e-05]],0.060828153,,,
[[0.00047289]],0.06367402,,,
[[0.00030748]],0.06317173,,,
[[0.00014529]],0.05761632,,,
[[0.00016265]],0.06366942,,,
[[0.00084298]],0.06979635,,,
,,0.68,0.32,0.92
[[0.00049414]],0.06474114,,,
[[0.00090689]],0.06209971,,,
[[0.00018612]],0.054522548,,,
[[1.966854e-05]],0.051980425,,,
[[9.115574e-06]],0.052104067,,,
[[0.00061975]],0.058431648,,,
[[0.00067245]],0.054217715,,,
[[0.00013026]],0.060574826,,,
[[0.00016994]],0.061522894,,,
[[0.00017116]],0.06611266,,,
[[2.6053176e-05]],0.056702003,,,
[[0.00080872]],0.055906605,,,
[[0.00014102]],0.057525586,,,
[[0.00011628]],0.059824485,,,
[[0.00013897]],0.065137796,,,
[[2.6691681e-05]],0.056384444,,,
,,0.86,0.26,0.8
[[0.00026527]],0.06736259,,,
[[0.00010363]],0.059373025,,,
[[0.00012033]],0.08106819,,,
[[3.5829595e-05]],0.061051056,,,
[[0.00076378]],0.057411734,,,
[[0.0002913]],0.054830503,,,
[[2.8965947e-05]],0.06975543,,,
[[0.00013586]],0.056826722,,,
[[0.000127]],0.050107602,,,
[[0.00029647]],0.066783935,,,
[[2.5062665e-05]],0.06642261,,,
[[0.00230133]],0.07393727,,,
[[0.00044749]],0.05350416,,,
[[7.132733e-05]],0.05486723,,,
[[8.9227986e-05]],0.058948785,,,
[[0.00383527]],0.05453763,,,
,,0.56,0.46,0.94
[[0.00015662]],0.055659756,,,
[[0.00032682]],0.05746251,,,
[[0.0039158]],0.055565633,,,
[[0.00012331]],0.058225185,,,
[[0.00063329]],0.06975627,,,
[[0.0001393]],0.05825375,,,
[[0.00037891]],0.05099467,,,
[[0.00083343]],0.063096635,,,
[[1.0647663e-05]],0.07322916,,,
[[0.00060142]],0.05704805,,,
[[1.0310877e-05]],0.06038027,,,
[[0.00218568]],0.068872906,,,
[[1.7404042e-05]],0.06967953,,,
[[0.0006412]],0.05628359,,,
[[3.6179365e-05]],0.050605226,,,
[[6.449638e-06]],0.060042005,,,
,,0.7,0.48,0.94
[[0.00065847]],0.05567712,,,
[[1.5867996e-05]],0.068277046,,,
[[0.00061465]],0.05190141,,,
[[0.0001383]],0.06096113,,,
[[2.4354644e-05]],0.06467473,,,
[[0.000437]],0.05424133,,,
[[1.3548671e-05]],0.062263083,,,
[[8.577051e-05]],0.056187585,,,
[[0.00044078]],0.070616625,,,
[[0.00011518]],0.060822997,,,
[[5.4373384e-05]],0.069246225,,,
[[1.4237816e-05]],0.0638683,,,
[[6.973898e-05]],0.0553234,,,
[[0.00011833]],0.055763837,,,
[[0.00040081]],0.05698228,,,
[[9.886437e-06]],0.051907882,,,
,,0.58,0.26,0.84
[[0.00326695]],0.050694153,,,
[[1.9626132e-05]],0.07250229,,,
[[0.00063783]],0.061266493,,,
[[4.0158033e-05]],0.057708707,,,
[[9.266062e-06]],0.059279848,,,
[[0.00054218]],0.054879617,,,
[[0.00259224]],0.06378689,,,
[[0.0002112]],0.050880704,,,
[[9.066556e-05]],0.06626944,,,
[[0.00110734]],0.05940535,,,
[[0.0005609]],0.057771984,,,
[[1.4397147e-05]],0.07334277,,,
[[0.00013384]],0.060161546,,,
[[0.00056404]],0.056680374,,,
[[0.00033588]],0.06270611,,,
[[0.00018846]],0.06601697,,,
,,0.56,0.32,0.82
[[0.00037389]],0.0617977,,,
[[1.8069584e-05]],0.061535284,,,
[[0.00055174]],0.060964957,,,
[[2.760192e-05]],0.06810126,,,
[[0.00010569]],0.055527374,,,
[[0.00016438]],0.05298385,,,
[[0.00037828]],0.056449432,,,
[[0.00049448]],0.057542324,,,
[[4.791671e-05]],0.058055747,,,
[[0.00192868]],0.06082576,,,
[[6.6125576e-05]],0.06094108,,,
[[0.00339712]],0.05219233,,,
[[0.00046563]],0.060435567,,,
[[0.00093455]],0.06827045,,,
[[1.3592175e-05]],0.05919193,,,
[[0.00060172]],0.052643336,,,
,,0.58,0.36,0.86
[[8.0265245e-06]],0.06428763,,,
[[0.00102049]],0.06000301,,,
[[1.8939616e-05]],0.06244681,,,
[[0.00142418]],0.049599238,,,
[[0.00032297]],0.058058295,,,
[[0.000343]],0.06343546,,,
[[1.4838998e-05]],0.053060044,,,
[[0.00030227]],0.055670276,,,
[[0.0001172]],0.05777905,,,
[[6.30305e-05]],0.067278475,,,
[[0.0001631]],0.06056139,,,
[[0.00013777]],0.059461404,,,
[[0.00020482]],0.062151246,,,
[[0.00022734]],0.061886784,,,
[[0.00019688]],0.063908145,,,
[[0.00033919]],0.07139735,,,
,,0.68,0.4,0.92
[[0.00316275]],0.053413548,,,
[[0.000265]],0.06203261,,,
[[4.631411e-05]],0.0574138,,,
[[0.00039383]],0.051253647,,,
[[6.33786e-05]],0.056808997,,,
[[0.00028726]],0.054544087,,,
[[0.00070144]],0.058035087,,,
[[0.00029764]],0.06709143,,,
[[0.00078069]],0.053642184,,,
[[0.00016782]],0.06482887,,,
[[0.00034869]],0.07071578,,,
[[1.5850648e-05]],0.058331218,,,
[[0.00145707]],0.056774717,,,
[[0.00052764]],0.05791806,,,
[[3.1755873e-05]],0.052420735,,,
[[0.0003645]],0.06078215,,,
,,0.74,0.4,0.88
[[0.00030557]],0.06511246,,,
[[0.00018059]],0.06025621,,,
[[0.00022402]],0.06228329,,,
[[0.0006434]],0.05229577,,,
[[0.00112544]],0.067779526,,,
[[0.00010924]],0.05572127,,,
[[0.00080729]],0.05665347,,,
[[3.4626562e-05]],0.04952116,,,
[[0.00052406]],0.05911764,,,
[[0.00228561]],0.06555829,,,
[[0.0001636]],0.070090644,,,
[[7.161747e-05]],0.05980258,,,
[[0.00020335]],0.069524236,,,
[[0.00302837]],0.05928879,,,
[[0.00020798]],0.057262696,,,
[[0.00033049]],0.06286568,,,
,,0.76,0.34,0.9
[[0.00045079]],0.058376588,,,
[[4.167153e-05]],0.060948145,,,
[[0.00012193]],0.05971942,,,
[[0.00021108]],0.068847485,,,
[[9.522399e-05]],0.05662206,,,
[[0.0008877]],0.05585186,,,
[[0.00050086]],0.055645704,,,
[[0.00016638]],0.0634582,,,
[[0.0012586]],0.058322016,,,
[[0.0001216]],0.051385924,,,
[[4.8038033e-05]],0.054268155,,,
[[0.00019959]],0.064387314,,,
[[2.517286e-05]],0.06500633,,,
[[0.00046688]],0.060173403,,,
[[0.00018979]],0.055611964,,,
[[0.00089758]],0.0564325,,,
,,0.68,0.36,0.9
[[0.00029228]],0.058553055,,,
[[4.4536868e-05]],0.076399654,,,
