ewc_loss,kl_loss,win_rate_simple,win_rate_static_3
[[0.00010894]],0.025292352,,
,,0.86,0.04
[[3.9032013e-05]],0.024622822,,
[[1.7331551e-05]],0.028129594,,
[[0.00015927]],0.023982301,,
[[2.4544674e-05]],0.031386286,,
[[0.0012088]],0.026669638,,
[[1.2877403e-05]],0.022816794,,
[[3.0641553e-05]],0.025163818,,
[[0.00064162]],0.021611387,,
[[3.313592e-05]],0.0216047,,
[[1.5058456e-05]],0.026058877,,
[[3.257751e-05]],0.023009447,,
[[9.681732e-05]],0.024141489,,
[[0.0006297]],0.027717445,,
[[6.2680934e-05]],0.028962765,,
[[6.169267e-05]],0.023652751,,
[[6.326521e-05]],0.02366798,,
,,0.84,0.14
[[4.5525194e-05]],0.022124968,,
[[2.060337e-05]],0.02361417,,
[[6.980974e-05]],0.02669211,,
[[0.00077752]],0.027446637,,
[[0.0001347]],0.021933598,,
[[4.0589937e-05]],0.023183335,,
[[2.7323615e-05]],0.020945814,,
[[0.0007282]],0.022796258,,
[[8.535761e-05]],0.028882135,,
[[4.9052533e-06]],0.02374924,,
[[3.7011225e-05]],0.023759967,,
[[7.5494405e-05]],0.025163814,,
[[0.00023023]],0.023199262,,
[[0.00028023]],0.025000265,,
[[0.00055292]],0.022393228,,
[[2.3587776e-05]],0.020071166,,
,,0.84,0.02
[[1.5679205e-05]],0.022097133,,
[[7.868072e-05]],0.023878975,,
[[0.00015232]],0.022457002,,
[[1.1465694e-05]],0.027089797,,
[[6.886399e-05]],0.02372947,,
[[1.22947895e-05]],0.022836875,,
[[0.00067423]],0.021288496,,
[[2.7502057e-05]],0.02562664,,
[[0.00010841]],0.019330654,,
[[0.00105367]],0.023369519,,
[[7.938577e-06]],0.023777936,,
[[0.00013966]],0.02134621,,
[[4.238319e-05]],0.02530476,,
[[0.00050961]],0.030236378,,
[[2.3093928e-05]],0.02295316,,
[[4.164725e-06]],0.024492657,,
,,0.88,0.04
[[0.00011205]],0.021224482,,
[[0.00020898]],0.021335574,,
[[0.00036581]],0.019671926,,
[[3.4188717e-05]],0.025003558,,
[[0.00057735]],0.021564143,,
[[9.860213e-05]],0.027607134,,
[[4.0247047e-05]],0.026698342,,
[[0.00059974]],0.018819587,,
[[2.7055805e-05]],0.026463944,,
[[1.0021148e-05]],0.02340312,,
[[0.00041763]],0.023699772,,
[[3.702975e-06]],0.0214907,,
[[0.00013143]],0.019050162,,
[[8.820215e-06]],0.028081985,,
[[6.0183276e-05]],0.021288037,,
[[8.776485e-05]],0.027099382,,
,,0.82,0.02
[[0.00065901]],0.02373261,,
[[1.1616047e-05]],0.021242142,,
[[0.00019395]],0.024301624,,
[[1.8492165e-05]],0.02019362,,
[[6.452354e-05]],0.020499978,,
[[1.4146438e-05]],0.022385923,,
[[0.00018114]],0.023132293,,
[[2.2917897e-05]],0.0275524,,
[[2.8512839e-06]],0.023104137,,
[[8.1861646e-05]],0.023376357,,
[[2.9604942e-05]],0.022735493,,
[[0.00011854]],0.02292776,,
[[0.00022988]],0.021151764,,
[[9.61871e-06]],0.01891889,,
[[0.0001919]],0.02245632,,
[[0.00016382]],0.023414578,,
,,0.86,0.06
[[4.142407e-05]],0.020331377,,
[[0.00017428]],0.026137318,,
[[0.00011083]],0.020627564,,
[[0.00022583]],0.021746118,,
[[4.977294e-05]],0.019028673,,
[[0.00083359]],0.021131497,,
[[5.0539085e-05]],0.027907846,,
[[2.333917e-06]],0.022636933,,
[[0.00026137]],0.02642157,,
[[6.745186e-05]],0.024157967,,
[[1.1031084e-05]],0.021889372,,
[[5.577578e-06]],0.024581494,,
[[0.00036462]],0.02463237,,
[[2.614711e-05]],0.024881076,,
[[1.39219155e-05]],0.02273164,,
[[0.0003312]],0.024116969,,
,,0.88,0.04
[[5.2194014e-06]],0.025497794,,
[[0.00102889]],0.022969214,,
[[1.2460873e-05]],0.020573555,,
[[3.593386e-05]],0.022974387,,
[[0.00022854]],0.023328379,,
[[0.00042666]],0.03125439,,
[[0.00025337]],0.021187104,,
[[0.0003431]],0.024922872,,
[[2.5251855e-05]],0.020354033,,
[[3.6479e-05]],0.021119677,,
[[2.1701044e-06]],0.021151977,,
[[0.00019386]],0.024113752,,
[[1.3841891e-05]],0.020286253,,
[[0.00011929]],0.027505908,,
[[6.960698e-05]],0.020556068,,
[[0.0001782]],0.021258714,,
,,0.88,0.06
[[0.00047212]],0.019800218,,
[[3.0600306e-05]],0.024110489,,
[[0.00018025]],0.018251782,,
[[5.5093962e-05]],0.018699916,,
[[0.00032559]],0.019653559,,
[[6.6362714e-05]],0.027671015,,
[[2.468205e-05]],0.02372397,,
[[1.543378e-05]],0.025597358,,
[[8.05677e-05]],0.018694991,,
[[0.00086644]],0.02173498,,
[[0.00032552]],0.019968687,,
[[0.00014721]],0.020915804,,
[[8.4455474e-05]],0.018663652,,
[[0.00098296]],0.02205833,,
[[0.00022409]],0.024621794,,
[[2.3101084e-06]],0.02314737,,
,,0.86,0.14
[[0.00016905]],0.02281239,,
[[0.00125542]],0.020273402,,
[[0.00022994]],0.021580372,,
[[1.112673e-05]],0.021659372,,
[[0.00026867]],0.021854853,,
[[2.5921734e-05]],0.024585444,,
[[0.00019939]],0.025146144,,
[[5.681972e-05]],0.016598644,,
[[0.00013891]],0.024929056,,
[[1.5767608e-05]],0.021429898,,
[[4.6037956e-05]],0.021731284,,
[[4.2210566e-05]],0.023247134,,
[[2.2359925e-05]],0.019288039,,
[[2.885949e-05]],0.022164756,,
[[3.782763e-06]],0.020262713,,
[[0.0002444]],0.020986302,,
,,0.94,0.06
[[1.036629e-05]],0.018336622,,
[[3.318406e-05]],0.024112117,,
[[0.00024183]],0.02197937,,
[[2.7087494e-06]],0.026033688,,
[[0.00020704]],0.02468575,,
[[0.00013819]],0.024114395,,
[[2.8002429e-05]],0.018030718,,
[[0.00102857]],0.022568965,,
[[1.9487436e-05]],0.019025994,,
[[0.00015839]],0.020671733,,
[[0.00015292]],0.0208422,,
[[0.00020465]],0.02229208,,
[[2.7213842e-05]],0.02356719,,
[[0.00012061]],0.020872934,,
[[3.2343594e-06]],0.021377698,,
[[0.00017915]],0.021044772,,
,,0.86,0.1
[[1.3354937e-05]],0.020948373,,
[[0.00017465]],0.023887934,,
[[4.8948812e-05]],0.017579637,,
[[0.00010969]],0.020164335,,
[[0.00041919]],0.014688946,,
[[0.00020614]],0.018653357,,
[[2.4264273e-06]],0.02034167,,
[[0.00011953]],0.01948218,,
[[0.00012479]],0.016160088,,
[[6.935244e-06]],0.017935218,,
[[0.00013439]],0.025175136,,
[[9.1467096e-05]],0.022350233,,
[[0.00024102]],0.021081422,,
[[0.00075808]],0.017863804,,
[[5.0595127e-06]],0.019650223,,
[[1.0104673e-05]],0.021365087,,
,,0.86,0.02
[[0.00018596]],0.01798411,,
[[6.8649574e-06]],0.01630403,,
[[2.0867667e-06]],0.019578684,,
[[0.00027847]],0.022194745,,
[[4.3343903e-06]],0.020766608,,
[[0.00012693]],0.021878589,,
[[6.078927e-05]],0.019349417,,
[[1.8868393e-05]],0.02191516,,
[[0.00017402]],0.023478508,,
[[0.00023213]],0.019014502,,
[[8.879989e-05]],0.026369208,,
[[2.1673246e-05]],0.016910732,,
[[0.00010826]],0.021982236,,
[[0.00070788]],0.017247055,,
[[0.00038056]],0.020847594,,
[[6.118271e-05]],0.020374384,,
,,0.8,0.04
[[8.310416e-05]],0.018977622,,
[[0.00014028]],0.017115923,,
[[7.49509e-05]],0.018830312,,
[[2.5853471e-06]],0.019523261,,
[[0.00023651]],0.020337932,,
[[0.00038652]],0.019930854,,
[[4.8528127e-05]],0.021811377,,
[[4.350084e-05]],0.02098357,,
[[3.4053726e-06]],0.022760086,,
[[0.00030564]],0.02043191,,
[[1.28540905e-05]],0.022691641,,
[[0.000241]],0.017778607,,
[[0.00011007]],0.021239104,,
[[1.9092628e-05]],0.020500254,,
[[0.00014854]],0.019130804,,
[[4.577445e-06]],0.022592692,,
,,0.84,0.02
[[3.1222808e-05]],0.0152833965,,
[[2.7599626e-05]],0.01829931,,
[[2.6670823e-05]],0.020359388,,
[[3.4810246e-06]],0.01920731,,
[[0.00052223]],0.017857946,,
[[8.2147315e-05]],0.02008832,,
[[0.00013272]],0.022095824,,
[[4.066292e-05]],0.019474858,,
[[1.9653675e-05]],0.023876494,,
[[0.00063624]],0.017381545,,
[[1.36898925e-05]],0.020387897,,
[[0.00027318]],0.020864988,,
[[2.9423669e-05]],0.017821865,,
[[0.00030828]],0.020982906,,
[[0.00034347]],0.026589915,,
[[6.0861286e-05]],0.020856787,,
,,0.8,0.02
[[0.00033417]],0.019265147,,
[[1.2547088e-05]],0.01922759,,
[[0.00041119]],0.01800524,,
[[3.2995304e-05]],0.020158399,,
[[0.00021716]],0.020057846,,
[[8.576342e-06]],0.0180774,,
[[6.508722e-05]],0.022608431,,
[[8.5941756e-05]],0.01816208,,
[[4.0676547e-05]],0.02071299,,
[[0.00011016]],0.01868461,,
[[3.6995538e-05]],0.017987717,,
[[0.00028483]],0.022162247,,
[[4.9600327e-05]],0.019985316,,
[[0.00012137]],0.020569386,,
[[3.5778903e-06]],0.019749468,,
[[1.3383529e-05]],0.018908894,,
,,0.86,0.08
[[8.9586436e-05]],0.018305104,,
[[7.5030715e-05]],0.01834666,,
[[0.0001088]],0.018350188,,
[[4.4733435e-05]],0.014564287,,
[[0.00011323]],0.017721323,,
[[0.00010652]],0.020449819,,
[[7.369012e-05]],0.01966554,,
[[0.0003719]],0.02002678,,
[[1.586094e-05]],0.021104787,,
[[2.7692937e-05]],0.018134275,,
[[1.5657643e-05]],0.0168275,,
[[7.943749e-06]],0.021641018,,
[[4.655296e-05]],0.018749377,,
[[7.908552e-05]],0.018537791,,
[[8.29661e-05]],0.023205714,,
[[0.00014108]],0.022621041,,
,,0.9,0.04
[[8.957543e-05]],0.017353898,,
[[0.00079345]],0.018649925,,
[[7.064453e-06]],0.016855149,,
[[0.00039039]],0.018210158,,
[[0.00049204]],0.019861253,,
[[8.994355e-05]],0.017981587,,
[[4.6148572e-05]],0.01989063,,
[[0.00046843]],0.023691406,,
[[3.9269013e-05]],0.017238984,,
[[4.1512696e-05]],0.019790454,,
[[1.1289643e-05]],0.02074617,,
[[0.00125527]],0.018982004,,
[[2.469447e-06]],0.021377796,,
[[7.662393e-06]],0.019441007,,
[[0.00031743]],0.020616777,,
[[1.5246156e-05]],0.020122359,,
,,0.9,0.06
[[0.00011738]],0.017623002,,
[[1.7431245e-06]],0.019259362,,
[[0.00078773]],0.021772971,,
[[6.08078e-05]],0.019551355,,
[[3.547945e-05]],0.017099211,,
[[0.00026476]],0.02122586,,
[[1.5515314e-05]],0.018370453,,
[[5.1405856e-05]],0.017805407,,
[[7.498254e-05]],0.018265769,,
[[3.2112963e-05]],0.02311352,,
[[2.8374383e-05]],0.021842895,,
[[2.6073312e-05]],0.017705442,,
[[1.7537079e-05]],0.0153862825,,
[[0.00031408]],0.019164514,,
[[0.00013216]],0.02297162,,
[[0.00011316]],0.01845076,,
,,0.84,0.02
[[1.3396783e-05]],0.020263286,,
[[1.7209682e-05]],0.019157507,,
[[0.00011481]],0.022461731,,
[[5.9403334e-05]],0.016998647,,
[[0.00028082]],0.017117614,,
[[4.4210254e-05]],0.018465398,,
[[0.00015886]],0.019289417,,
[[7.628601e-05]],0.024618916,,
[[7.787822e-05]],0.020808721,,
[[0.00047157]],0.019695085,,
[[0.00015733]],0.015374775,,
[[6.3135645e-05]],0.028689375,,
[[0.0008183]],0.018899657,,
[[2.3051107e-06]],0.015576274,,
[[0.00010915]],0.018678902,,
[[0.00047081]],0.01806125,,
,,0.9,0.04
[[0.00011398]],0.014739457,,
[[5.752396e-06]],0.016266622,,
[[0.00126109]],0.018879829,,
[[6.773594e-05]],0.0174402,,
[[4.9141196e-05]],0.01926176,,
[[0.0001207]],0.016359543,,
[[8.669414e-05]],0.02062863,,
[[1.9096915e-05]],0.019541964,,
[[0.0004721]],0.019003095,,
[[1.8356253e-05]],0.02276641,,
[[4.2937252e-05]],0.017761441,,
[[1.3358551e-05]],0.017971475,,
[[2.5037572e-05]],0.021703368,,
[[0.000164]],0.020391935,,
[[2.8516584e-05]],0.019354822,,
[[2.0266622e-05]],0.019098535,,
,,0.82,0.0
[[8.3650244e-05]],0.020166336,,
[[1.3658504e-05]],0.019005893,,
[[0.00033203]],0.01786994,,
[[3.6763572e-06]],0.016831554,,
[[0.00056523]],0.018088825,,
[[0.0001008]],0.014480531,,
[[1.9405463e-05]],0.018092452,,
[[2.7215576e-05]],0.013583527,,
[[0.00026802]],0.020546693,,
[[0.00055916]],0.01782343,,
[[4.9387572e-06]],0.019236933,,
[[0.00010464]],0.016610615,,
[[2.5741128e-06]],0.016122824,,
[[0.00024511]],0.0197039,,
[[0.00086229]],0.014436481,,
[[0.00013326]],0.017511167,,
,,0.94,0.02
[[0.00050127]],0.016868178,,
[[0.00041821]],0.020473938,,
[[1.4461987e-05]],0.021234756,,
[[0.00015224]],0.021319237,,
[[0.00145261]],0.015164053,,
[[1.5109109e-05]],0.021416746,,
[[9.40293e-05]],0.017329695,,
[[5.3639124e-05]],0.017290996,,
[[4.5920002e-05]],0.018466532,,
[[7.806605e-05]],0.014996555,,
[[0.00030047]],0.017604005,,
[[0.00020192]],0.02267851,,
[[0.00039622]],0.02013617,,
[[2.6033433e-06]],0.020280816,,
[[0.00050903]],0.01865285,,
[[4.0406125e-05]],0.02037537,,
,,0.9,0.04
[[4.3508993e-05]],0.015036182,,
[[0.00012918]],0.020846028,,
[[0.00019342]],0.019019777,,
[[0.00066983]],0.01888607,,
[[6.149469e-06]],0.019448517,,
[[6.0930834e-05]],0.017572086,,
[[4.949807e-05]],0.023970734,,
[[0.00010244]],0.016746843,,
[[2.2816797e-05]],0.020687532,,
[[1.1438747e-05]],0.016135886,,
[[2.8632005e-05]],0.018064503,,
[[0.00060701]],0.024291141,,
[[0.00045009]],0.01849391,,
[[5.400145e-05]],0.01460757,,
[[5.2593587e-05]],0.015322812,,
[[0.00068423]],0.022278916,,
,,0.96,0.0
[[5.777978e-06]],0.017641138,,
[[0.00029416]],0.01882129,,
[[1.6201227e-05]],0.020359825,,
[[2.210657e-05]],0.021249097,,
[[3.7011312e-05]],0.019152742,,
[[0.00013574]],0.018329076,,
[[2.306228e-05]],0.018598635,,
[[0.00010831]],0.015912475,,
[[7.195976e-05]],0.01756907,,
[[7.8851386e-05]],0.01929036,,
[[4.5337774e-06]],0.018664256,,
[[1.1177568e-05]],0.018024955,,
[[6.8536094e-05]],0.020624613,,
[[5.3543652e-05]],0.017035447,,
[[8.430863e-05]],0.013688642,,
[[5.2319206e-06]],0.02091606,,
,,0.88,0.06
[[0.00023441]],0.014622383,,
[[4.9259916e-06]],0.020278621,,
[[0.00057184]],0.02027445,,
[[3.5768873e-05]],0.02008679,,
[[0.00052628]],0.020872481,,
[[1.5930815e-05]],0.013711126,,
[[0.00037266]],0.016237188,,
[[0.00018767]],0.018878952,,
[[0.00012055]],0.017958812,,
[[7.2243256e-06]],0.017786473,,
[[8.609919e-05]],0.017987402,,
[[3.0108078e-05]],0.017259724,,
[[0.00010603]],0.014722176,,
[[1.7399636e-05]],0.018696522,,
[[3.2112657e-05]],0.016035628,,
[[1.3023656e-05]],0.018802034,,
,,0.9,0.02
[[0.00056698]],0.019855196,,
[[0.00011106]],0.015682383,,
[[1.9588186e-05]],0.018501066,,
[[0.00136654]],0.017250335,,
[[9.222606e-05]],0.016543936,,
[[1.2481188e-06]],0.017968133,,
[[0.00035252]],0.016659586,,
[[3.838348e-06]],0.018854517,,
[[0.00010087]],0.020714195,,
[[2.760229e-05]],0.018051311,,
[[0.00024784]],0.023030654,,
[[3.3009514e-05]],0.01690654,,
[[2.3891464e-06]],0.019568698,,
[[2.8799728e-05]],0.016656185,,
[[9.378325e-06]],0.018155275,,
[[1.7109793e-05]],0.015093442,,
,,0.86,0.02
[[0.00012269]],0.016331794,,
[[1.5288913e-05]],0.014928383,,
[[0.00021619]],0.017992834,,
[[0.00013131]],0.017272944,,
[[0.00020793]],0.01792685,,
[[2.4036483e-06]],0.017564023,,
[[0.00010972]],0.017759342,,
[[1.3936924e-05]],0.021241372,,
[[0.00067104]],0.016100371,,
[[0.00076292]],0.01865236,,
[[4.33071e-06]],0.017689796,,
[[2.2416709e-05]],0.017916888,,
[[0.00026818]],0.014358841,,
[[2.8115635e-05]],0.016090173,,
[[0.00117475]],0.017689085,,
[[9.905175e-06]],0.018325182,,
,,0.88,0.02
[[0.00011609]],0.01370049,,
[[0.00025183]],0.01620197,,
[[9.7057855e-06]],0.0139685385,,
[[8.958407e-06]],0.017783914,,
[[0.00012669]],0.017369362,,
[[0.00045465]],0.016569199,,
[[0.00023096]],0.0182489,,
[[0.00046199]],0.016743746,,
[[2.2827518e-05]],0.016256934,,
