ewc_loss,kl_loss,win_rate_nobomb,win_rate_simple
0.042723276,0.16827159,,
0.06283659,0.115845315,,
0.08274227,0.09845786,,
0.10328088,0.08496291,,
0.123025686,0.07486728,,
0.14197886,0.07512105,,
0.16284902,0.06730246,,
0.18115866,0.058169145,,
0.20075478,0.05893661,,
0.21917394,0.055209294,,
0.23660925,0.04408993,,
0.25335214,0.04879449,,
0.27117312,0.05575304,,
0.28899843,0.036700238,,
0.30317616,0.041807212,,
0.31559157,0.046541862,,
0.33064196,0.038285267,,
,,0.78,0.52
0.35335925,0.0343375,,
0.36687073,0.036345974,,
0.37986606,0.031609345,,
0.39274812,0.03695978,,
0.40751427,0.03364347,,
0.42067984,0.033742663,,
0.4350842,0.032095887,,
0.44771984,0.027488118,,
0.45912609,0.029804848,,
0.4721968,0.029791832,,
0.4841216,0.026425796,,
0.49504885,0.03291576,,
0.5087015,0.04033806,,
0.51967996,0.025723297,,
0.53350943,0.031740054,,
0.5466619,0.026028609,,
0.5563854,0.03424269,,
,,0.96,0.76
0.5742842,0.025970826,,
0.585732,0.020320347,,
0.59797925,0.021334028,,
0.61035496,0.025312424,,
0.62356544,0.02333129,,
0.6365771,0.020272246,,
0.6466404,0.023612363,,
0.65850186,0.025829222,,
0.67003375,0.023430452,,
0.6805909,0.01859361,,
0.6925194,0.026008336,,
0.7022529,0.024716588,,
0.7145533,0.023641858,,
0.7245188,0.025204541,,
0.73634887,0.021511659,,
0.7480729,0.019991344,,
0.7611386,0.017658256,,
,,1.0,0.84
0.7786984,0.01724968,,
0.7890065,0.01904612,,
0.8006068,0.016364831,,
0.8120372,0.021215195,,
0.8208798,0.018574879,,
0.83103675,0.019500425,,
0.84428585,0.02424679,,
0.8561709,0.021405686,,
0.86589223,0.01957718,,
0.878743,0.015999928,,
0.89018893,0.019753922,,
0.89837664,0.016227145,,
0.90976566,0.01970223,,
0.92204547,0.01851291,,
0.9334949,0.021648025,,
0.9448907,0.018107114,,
0.9546437,0.024783142,,
,,0.96,0.9
0.9728685,0.015671087,,
0.9808698,0.02267424,,
0.9914708,0.017534638,,
1.0033599,0.015068009,,
