ewc_loss,kl_loss,win_rate_simple,win_rate_static_3
[[7.643315e-05]],0.028695105,,
[[0.00025454]],0.030540898,,
[[0.00021003]],0.023219563,,
[[4.4641194e-05]],0.0251778,,
[[2.2090506e-05]],0.027930671,,
[[0.00025272]],0.02484332,,
[[0.00026323]],0.030988183,,
[[0.00060687]],0.022338409,,
[[0.0001528]],0.02582001,,
[[0.00071438]],0.029700013,,
[[4.644586e-05]],0.025779085,,
[[9.803391e-05]],0.029135084,,
,,0.8,0.12
[[0.00026803]],0.024499713,,
[[4.438233e-05]],0.025703013,,
[[0.0005172]],0.025433976,,
[[1.1764377e-05]],0.029771814,,
[[0.00028895]],0.022882298,,
[[4.335299e-05]],0.03296204,,
[[0.00012059]],0.028633723,,
[[0.00027368]],0.02348934,,
[[2.576221e-05]],0.026649661,,
[[0.00058892]],0.03080793,,
[[3.8084683e-05]],0.025751138,,
[[8.132194e-06]],0.020704715,,
[[0.00014623]],0.027858216,,
[[9.367304e-06]],0.022005105,,
[[0.00106307]],0.022304347,,
[[0.00023376]],0.030720303,,
,,0.88,0.08
[[4.5335695e-05]],0.022823019,,
[[0.00122914]],0.026502458,,
[[0.00044867]],0.02865473,,
[[3.2650776e-05]],0.02119741,,
[[7.0647046e-05]],0.027583173,,
[[2.4956966e-05]],0.0228644,,
[[0.00026116]],0.026903389,,
[[1.9454867e-05]],0.020783171,,
[[0.00024527]],0.021694226,,
[[1.6324148e-05]],0.023906436,,
[[7.967582e-05]],0.023074914,,
[[1.5534848e-05]],0.028362736,,
[[0.00011514]],0.028617993,,
[[3.8262468e-05]],0.0300576,,
[[0.00017489]],0.024953041,,
[[8.862159e-05]],0.024880232,,
