bc_loss,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss,lose_rate,tie_rate,win_rate
1.794681191444397,-924.5271606445312,126,1,1.7917540073394775,160,0.018733402714133263,,,
,,,,,,,0.98,0.020000000000000018,0.0
1.7934656143188477,-386.0851745605469,213,10,1.7917248010635376,1600,0.016955742612481117,,,
1.7684881687164307,-1328.71142578125,362,20,1.7916557788848877,3200,0.00527781480923295,,,
1.7754558324813843,-11.447539329528809,474,30,1.7916911840438843,4800,0.00015235542377922684,,,
1.803138017654419,-63.706016540527344,570,40,1.7914574146270752,6400,0.0027701561339199543,,,
1.7191587686538696,-45.01845169067383,647,50,1.7911474704742432,8000,0.006883872207254171,,,
1.818647027015686,-375.1550598144531,700,60,1.7901843786239624,9600,0.16783785820007324,,,
1.8001337051391602,-446.5507507324219,749,70,1.7905477285385132,11200,0.00852814968675375,,,
1.6954647302627563,-8287.09765625,790,80,1.7906749248504639,12800,0.032029129564762115,,,
1.7206798791885376,-265.90093994140625,825,90,1.789557695388794,14400,0.009950218722224236,,,
1.8377254009246826,-109679.9765625,853,100,1.7856165170669556,16000,0.0210038423538208,,,
1.7751743793487549,-2489.48876953125,875,110,1.7905170917510986,17600,0.016279025003314018,,,
1.8272898197174072,-243.58026123046875,895,120,1.7883068323135376,19200,0.0005282750353217125,,,
1.781500220298767,-9007.6875,916,130,1.7896827459335327,20800,0.009818928316235542,,,
1.7734062671661377,-1109.039306640625,929,140,1.7872041463851929,22400,0.003549422835931182,,,
1.733045220375061,-73.57438659667969,939,150,1.7848050594329834,24000,0.0017580225830897689,,,
1.7609424591064453,-16.64716911315918,948,160,1.781134009361267,25600,4.70426821266301e-05,,,
1.7737047672271729,-25669.015625,955,170,1.7806552648544312,27200,0.0025647797156125307,,,
1.6887614727020264,-418.31640625,969,180,1.786781668663025,28800,0.000491979590151459,,,
1.7980931997299194,0.38782745599746704,980,190,1.7898359298706055,30400,0.6125407218933105,,,
1.7675294876098633,-44.4695930480957,991,200,1.786070466041565,32000,0.003171060001477599,,,
1.787329077720642,-1170.8948974609375,1000,210,1.7881536483764648,33600,0.029567597433924675,,,
1.812493920326233,-100.94261932373047,1005,220,1.7817623615264893,35200,0.005449200980365276,,,
1.8260581493377686,-1510.6229248046875,1013,230,1.7822849750518799,36800,0.5217734575271606,,,
1.7574867010116577,-467818.875,1020,240,1.7861196994781494,38400,0.001116073108278215,,,
1.8619186878204346,-32.459041595458984,1026,250,1.7804139852523804,40000,1.5096291303634644,,,
1.7645504474639893,-463.2218322753906,1036,260,1.7857284545898438,41600,0.08245744556188583,,,
1.7181384563446045,-310.6108703613281,1040,270,1.784353494644165,43200,0.009076088666915894,,,
1.8154823780059814,-45.15403747558594,1045,280,1.7666232585906982,44800,0.0003042357857339084,,,
1.840224027633667,-54.274192810058594,1049,290,1.779646873474121,46400,0.05926616117358208,,,
1.8395569324493408,-543.5497436523438,1053,300,1.7685226202011108,48000,0.009010412730276585,,,
1.843115210533142,-2321.797119140625,1055,310,1.7728275060653687,49600,0.15749648213386536,,,
1.7841465473175049,-244371.375,1059,320,1.752862572669983,51200,0.016402248293161392,,,
1.7885109186172485,-634.8569946289062,1062,330,1.706586241722107,52800,0.03679443150758743,,,
1.5011775493621826,-16.515993118286133,1066,340,1.776383638381958,54400,5.440632958197966e-05,,,
2.019446611404419,-3056.96826171875,1069,350,1.7351347208023071,56000,0.00515591399744153,,,
1.73992919921875,-949.4463500976562,1073,360,1.7550303936004639,57600,0.006062835454940796,,,
1.8584184646606445,-519.3688354492188,1075,370,1.7624893188476562,59200,0.015340727753937244,,,
1.8941761255264282,-0.5913288593292236,1077,380,1.7535263299942017,60800,0.6490383744239807,,,
1.7208812236785889,-1001.4286499023438,1081,390,1.7700608968734741,62400,0.013355406001210213,,,
1.9037749767303467,-621.5921020507812,1087,400,1.7645270824432373,64000,0.014535839669406414,,,
1.9218066930770874,-5.009174823760986,1092,410,1.704545021057129,65600,0.20111429691314697,,,
1.9558324813842773,-14611.466796875,1096,420,1.740483045578003,67200,0.0030141205061227083,,,
2.3106465339660645,-127.99943542480469,1098,430,1.6031808853149414,68800,0.027675136923789978,,,
1.548799753189087,-19441.552734375,1100,440,1.7654693126678467,70400,0.0001019468909362331,,,
1.4001946449279785,-83.31910705566406,1102,450,1.6177374124526978,72000,0.0016896631568670273,,,
1.7693477869033813,-34.544742584228516,1105,460,1.7462021112442017,73600,3.256459240219556e-05,,,
2.036194324493408,-13.442506790161133,1106,470,1.658987283706665,75200,0.0016057757893577218,,,
1.855324149131775,-10.068169593811035,1106,480,1.6872371435165405,76800,0.001282120356336236,,,
1.9347814321517944,-3933.37890625,1109,490,1.7463325262069702,78400,0.07936763018369675,,,
1.7152855396270752,-70.66529083251953,1110,500,1.760746717453003,80000,0.007766214199364185,,,
1.7034584283828735,-213.07138061523438,1112,510,1.7624404430389404,81600,0.002187311416491866,,,
1.9057540893554688,-1.134065866470337,1113,520,1.7471418380737305,83200,0.9790349006652832,,,
1.9548419713974,-90.49886322021484,1117,530,1.7604398727416992,84800,0.22596274316310883,,,
1.8785059452056885,-2.4100124835968018,1117,540,1.7602522373199463,86400,0.7491187453269958,,,
1.572072982788086,-385.447998046875,1120,550,1.7724488973617554,88000,0.005184449255466461,,,
1.7826570272445679,-3.542074203491211,1120,560,1.773385763168335,89600,1.2210731506347656,,,
1.6908390522003174,-9.924201011657715,1121,570,1.6845321655273438,91200,0.00021859926346223801,,,
1.5902767181396484,-0.1868586540222168,1121,580,1.7045707702636719,92800,1.0904035568237305,,,
1.2495416402816772,-171.36679077148438,1124,590,1.7310711145401,94400,0.007322995457798243,,,
1.849283218383789,-2492.607421875,1124,600,1.7017500400543213,96000,0.0024786016438156366,,,
2.0916380882263184,-20.914377212524414,1125,610,1.464416265487671,97600,0.00036248762626200914,,,
1.3967950344085693,-20.448780059814453,1126,620,1.7285175323486328,99200,0.0003687373537104577,,,
1.0603954792022705,-5370.7978515625,1130,630,1.6847728490829468,100800,0.005455547943711281,,,
1.7192153930664062,-0.015239119529724121,1132,640,1.6775861978530884,102400,0.4821479022502899,,,
1.9364118576049805,-0.20760703086853027,1134,650,1.6949392557144165,104000,0.17158685624599457,,,
1.1911367177963257,-945.8310546875,1137,660,1.7259628772735596,105600,0.10932590812444687,,,
1.6647669076919556,-29.914791107177734,1139,670,1.7462337017059326,107200,0.017403526231646538,,,
1.4275606870651245,-290.1405944824219,1140,680,1.6384589672088623,108800,0.006131262984126806,,,
1.8349860906600952,-219428.0,1140,690,1.7293226718902588,110400,0.013234204612672329,,,
1.679229974746704,-15.530265808105469,1140,700,1.7609422206878662,112000,3.163586734444834e-05,,,
1.6966025829315186,-967.7869262695312,1141,710,1.771398901939392,113600,0.001895443769171834,,,
1.0140864849090576,-70.04869842529297,1142,720,1.6619676351547241,115200,0.006379997823387384,,,
1.5870311260223389,-763.7510375976562,1142,730,1.6100342273712158,116800,0.016232287511229515,,,
1.8999887704849243,0.35575753450393677,1142,740,1.768898367881775,118400,0.33985328674316406,,,
2.0706629753112793,-2452.6015625,1144,750,1.739545226097107,120000,0.012541164644062519,,,
1.7520313262939453,-1.890320062637329,1145,760,1.7015224695205688,121600,0.0008464025449939072,,,
1.4278141260147095,-232.32879638671875,1145,770,1.7456451654434204,123200,0.0013183788396418095,,,
1.198110580444336,-600.7513427734375,1145,780,1.7031443119049072,124800,0.00948976632207632,,,
1.5300135612487793,-5.587009429931641,1146,790,1.7556041479110718,126400,0.4366116523742676,,,
1.6996374130249023,-2660.936279296875,1147,800,1.7579708099365234,128000,0.024651112034916878,,,
1.639500617980957,-7.896697998046875,1148,810,1.7409454584121704,129600,0.0009707639110274613,,,
1.1293586492538452,-19196281.0,1149,820,1.6548700332641602,131200,0.03274344280362129,,,
1.9366998672485352,-1227.53857421875,1149,830,1.5885292291641235,132800,0.0009757025400176644,,,
1.5814870595932007,-4.376761436462402,1149,840,1.7229125499725342,134400,0.00027732798480428755,,,
1.4793994426727295,-310.6501159667969,1149,850,1.7105401754379272,136000,0.003942649345844984,,,
1.2623794078826904,-21.416845321655273,1150,860,1.451363444328308,137600,0.0016648415476083755,,,
1.999962568283081,-191.7122039794922,1151,870,1.4016227722167969,139200,0.011479513719677925,,,
1.6130974292755127,-8.588799476623535,1152,880,1.751678705215454,140800,0.005424912553280592,,,
1.7050106525421143,-163.32012939453125,1152,890,1.7622368335723877,142400,0.011033491231501102,,,
1.9329235553741455,0.578234076499939,1153,900,1.6905450820922852,144000,0.0007806559442542493,,,
1.190422773361206,-596.561767578125,1154,910,1.5690265893936157,145600,0.00026656300178729,,,
1.5936639308929443,-13.941658973693848,1154,920,1.7412811517715454,147200,0.00012839914415962994,,,
1.5122212171554565,-155.97897338867188,1156,930,1.6756722927093506,148800,0.0005126350442878902,,,
1.587375283241272,-1122.302978515625,1158,940,1.7180856466293335,150400,0.0020138060208410025,,,
1.5580408573150635,-57425.41015625,1158,950,1.658352255821228,152000,0.048893075436353683,,,
1.6252613067626953,-7.8524932861328125,1160,960,1.712496042251587,153600,0.0016294250963255763,,,
1.4124798774719238,-2485.913330078125,1159,970,1.3803447484970093,155200,0.023380249738693237,,,
1.6931111812591553,-27.350107192993164,1159,980,1.6266855001449585,156800,0.00858017522841692,,,
1.3110017776489258,-24450.373046875,1160,990,1.4943829774856567,158400,0.0012538329465314746,,,
1.8006280660629272,-62.08209991455078,1160,1000,1.7294502258300781,160000,0.001953504979610443,,,
,,,,,,,1.0,0.0,0.0
1.973794937133789,-20.839601516723633,1122,1010,1.570752501487732,161600,0.002002229681238532,,,
1.4226351976394653,-0.08943283557891846,1123,1020,1.66011643409729,163200,0.27688127756118774,,,
1.787248969078064,-5.6866536140441895,1123,1030,1.7507188320159912,164800,0.0008105890010483563,,,
1.3029489517211914,-273.3703308105469,1124,1040,1.4782034158706665,166400,0.0006451251683756709,,,
1.7364394664764404,-313.17730712890625,1126,1050,1.654320478439331,168000,0.008362446911633015,,,
1.9707324504852295,-15.845794677734375,1127,1060,1.6715166568756104,169600,0.004344080109149218,,,
1.7117750644683838,-60.21922302246094,1127,1070,1.7698211669921875,171200,0.004017550963908434,,,
1.7136818170547485,0.38697659969329834,1126,1080,1.7072311639785767,172800,0.10171747207641602,,,
1.6906017065048218,-4.885627746582031,1127,1090,1.449732780456543,174400,0.00025556000764481723,,,
1.9810272455215454,-6.753939628601074,1128,1100,1.6154714822769165,176000,0.049061793833971024,,,
1.899084448814392,-195.35955810546875,1129,1110,1.5878270864486694,177600,0.00263751158490777,,,
1.931970238685608,-35.21272659301758,1129,1120,1.6957073211669922,179200,0.00019907379464711994,,,
0.9870155453681946,-359.2398986816406,1130,1130,1.5588644742965698,180800,0.009203221648931503,,,
1.6094989776611328,-15.093650817871094,1130,1140,1.75857675075531,182400,0.0004446274251677096,,,
1.792544960975647,-509.09033203125,1131,1150,1.4886906147003174,184000,0.015399180352687836,,,
1.8799623250961304,-0.2700897455215454,1132,1160,1.7644481658935547,185600,0.010639537125825882,,,
1.2972338199615479,-738.5482177734375,1133,1170,1.6344010829925537,187200,0.00689915893599391,,,
1.5225045680999756,-151.01251220703125,1134,1180,1.4708185195922852,188800,0.0011682697804644704,,,
2.1003365516662598,-351.416259765625,1134,1190,1.5033977031707764,190400,0.017328906804323196,,,
1.724190354347229,-137.80368041992188,1135,1200,1.7851829528808594,192000,0.00934365950524807,,,
1.897255539894104,-30.808528900146484,1136,1210,1.7192981243133545,193600,0.0003162141365464777,,,
1.5176812410354614,-5.4457173347473145,1136,1220,1.5586936473846436,195200,0.0003701489185914397,,,
2.4083683490753174,-4.343316078186035,1136,1230,1.613205909729004,196800,0.0005139995482750237,,,
1.6651605367660522,-298.2569885253906,1137,1240,1.6046088933944702,198400,0.0006872406229376793,,,
1.7142250537872314,-292.19891357421875,1138,1250,1.7605760097503662,200000,0.026026993989944458,,,
1.3708879947662354,-36.76542282104492,1139,1260,1.532102346420288,201600,0.0086099524050951,,,
2.0238308906555176,-64298.1875,1140,1270,1.5548346042633057,203200,0.0015193935250863433,,,
1.796917200088501,-137.49273681640625,1141,1280,1.7170642614364624,204800,0.003546046791598201,,,
1.6857967376708984,0.39018750190734863,1141,1290,1.5862430334091187,206400,0.0030333290342241526,,,
1.474765419960022,-4.68801212310791,1142,1300,1.3781790733337402,208000,0.0016394896665588021,,,
1.8362209796905518,-159.97898864746094,1142,1310,1.6345634460449219,209600,0.033821821212768555,,,
1.7796316146850586,-2.6453475952148438,1142,1320,1.7412168979644775,211200,0.0016671076882630587,,,
0.6290238499641418,-11.0530424118042,1143,1330,1.3615165948867798,212800,0.000908673566300422,,,
1.6510016918182373,-90.82533264160156,1144,1340,1.7091518640518188,214400,0.0002882804546970874,,,
1.8289350271224976,-198.0580596923828,1144,1350,1.606572151184082,216000,0.004563831724226475,,,
1.6482970714569092,-187.0589599609375,1144,1360,1.3926794528961182,217600,0.011419589631259441,,,
0.4946548044681549,-37.807395935058594,1145,1370,1.2124603986740112,219200,0.0012901388108730316,,,
1.9582831859588623,-6289.55615234375,1145,1380,1.4191349744796753,220800,0.0022930088452994823,,,
1.881670355796814,-45.55675506591797,1146,1390,1.6458183526992798,222400,0.0023440252989530563,,,
0.45571547746658325,-1024.8917236328125,1147,1400,1.174633502960205,224000,0.0055333636701107025,,,
1.422256350517273,-0.06130623817443848,1148,1410,1.4067150354385376,225600,0.562502384185791,,,
1.9675633907318115,-121267.34375,1149,1420,1.3823795318603516,227200,0.07497569173574448,,,
1.7673027515411377,-370.0034484863281,1150,1430,1.7746913433074951,228800,0.0005855605122633278,,,
1.808648705482483,0.04814237356185913,1149,1440,1.571789026260376,230400,0.0007943040691316128,,,
1.31268310546875,-31.257720947265625,1150,1450,1.5894544124603271,232000,0.00018918330897577107,,,
1.1438838243484497,-995908.5,1151,1460,1.5574414730072021,233600,0.010455003939568996,,,
0.343965619802475,-49.85777282714844,1151,1470,0.993536651134491,235200,0.0005438849329948425,,,
0.979636549949646,-118877.515625,1152,1480,1.486029863357544,236800,0.27120426297187805,,,
1.0541414022445679,-72.28768157958984,1152,1490,1.604252576828003,238400,0.05883606895804405,,,
1.4423075914382935,-70.98530578613281,1153,1500,1.6911942958831787,240000,0.0022852879483252764,,,
0.5762936472892761,-630.3616333007812,1153,1510,1.1073418855667114,241600,0.002026827773079276,,,
1.7282006740570068,-201.21607971191406,1153,1520,1.7863394021987915,243200,0.002660749014467001,,,
1.9776737689971924,-502.89599609375,1153,1530,1.5863850116729736,244800,0.0027515047695487738,,,
1.356318712234497,-222.0106658935547,1154,1540,1.537845253944397,246400,0.006204842124134302,,,
1.713322639465332,-19.154081344604492,1154,1550,1.6362320184707642,248000,0.008015317842364311,,,
0.39739489555358887,-323270.84375,1154,1560,1.0826550722122192,249600,0.037541668862104416,,,
1.7853329181671143,-0.4848896265029907,1154,1570,1.7656300067901611,251200,1.9234974388382398e-05,,,
3.042451858520508,-68.15972137451172,1154,1580,0.9028283357620239,252800,0.006339322309941053,,,
1.5242249965667725,-263.1448059082031,1154,1590,1.4385682344436646,254400,0.006770290434360504,,,
2.182419776916504,-201.6494903564453,1155,1600,1.5312538146972656,256000,0.0929693877696991,,,
1.7682409286499023,-113.65679931640625,1155,1610,1.696211814880371,257600,0.004908115137368441,,,
1.5761116743087769,0.44069087505340576,1156,1620,1.6091887950897217,259200,0.17160670459270477,,,
1.6424248218536377,-0.14634621143341064,1156,1630,1.71967351436615,260800,0.45960623025894165,,,
1.3848228454589844,-6729.9287109375,1157,1640,1.4550120830535889,262400,0.01244699489325285,,,
0.9706521034240723,-5041.56591796875,1157,1650,1.3982784748077393,264000,0.012555074878036976,,,
2.315413475036621,-0.6563558578491211,1158,1660,0.9319289922714233,265600,0.49108752608299255,,,
1.8329296112060547,-32.717864990234375,1158,1670,1.6717751026153564,267200,0.0005219458253122866,,,
1.8681137561798096,-430.64923095703125,1158,1680,1.7440502643585205,268800,0.001628419035114348,,,
1.8498308658599854,-1.220012903213501,1158,1690,1.6579910516738892,270400,0.6929494738578796,,,
1.6324695348739624,-240.473388671875,1158,1700,1.6684281826019287,272000,0.0009063794277608395,,,
1.6507374048233032,-27.509681701660156,1158,1710,1.7381665706634521,273600,0.0007318082498386502,,,
1.6263160705566406,-340.3260192871094,1158,1720,1.7015273571014404,275200,0.0026040670927613974,,,
1.7146947383880615,-144.67514038085938,1159,1730,1.7776544094085693,276800,0.001276167924515903,,,
1.8296000957489014,-40.406375885009766,1159,1740,1.5478054285049438,278400,0.00330628571100533,,,
1.5844312906265259,-1543.6890869140625,1159,1750,1.6793076992034912,280000,0.017756616696715355,,,
1.530326247215271,-2.14072322845459,1159,1760,1.6473262310028076,281600,0.00013567575660999864,,,
0.8183469772338867,-612.3671875,1159,1770,1.1807197332382202,283200,0.008766436018049717,,,
0.13975925743579865,-5.608086585998535,1159,1780,0.5682191252708435,284800,0.03269939869642258,,,
1.5800352096557617,-39.2529411315918,1160,1790,1.7456178665161133,286400,0.007842766121029854,,,
1.4620347023010254,-6384.51220703125,1160,1800,1.5849517583847046,288000,0.07807386666536331,,,
0.8644372224807739,0.8555474877357483,1161,1810,1.3339906930923462,289600,5.444459384307265e-05,,,
0.8444318771362305,-68.59845733642578,1161,1820,1.4199564456939697,291200,0.0006856317049823701,,,
1.868996024131775,-465.4119567871094,1161,1830,1.6813911199569702,292800,0.005435341037809849,,,
2.260746479034424,-850.1089477539062,1162,1840,1.1271450519561768,294400,0.1732860654592514,,,
1.883935570716858,-94.15888214111328,1162,1850,1.6170670986175537,296000,0.00679570809006691,,,
1.5709998607635498,-906699.5625,1163,1860,1.128591775894165,297600,0.00511647155508399,,,
1.6721751689910889,-6044.91748046875,1163,1870,1.7697179317474365,299200,0.00377785786986351,,,
1.7456878423690796,-868.1695556640625,1163,1880,1.7629339694976807,300800,0.002120508346706629,,,
1.9259576797485352,-7927.03466796875,1164,1890,1.4551889896392822,302400,0.007070425897836685,,,
1.7646633386611938,-38.952178955078125,1164,1900,1.7517879009246826,304000,0.008120985701680183,,,
1.0763776302337646,-3543.9892578125,1164,1910,1.0780913829803467,305600,0.02116410993039608,,,
1.9394042491912842,0.28217417001724243,1164,1920,1.7733237743377686,307200,0.03443678468465805,,,
1.574913740158081,-4.465437412261963,1164,1930,1.6754204034805298,308800,1.2645666599273682,,,
1.8966624736785889,-58924.34375,1165,1940,1.6793639659881592,310400,0.006115355063229799,,,
1.793943166732788,-3579.14990234375,1166,1950,1.6419384479522705,312000,0.0015906303888186812,,,
0.8618135452270508,-796.66650390625,1167,1960,1.2273590564727783,313600,0.002694578841328621,,,
1.6587154865264893,-222.8473663330078,1166,1970,1.7495687007904053,315200,9.802386921364814e-05,,,
1.6955152750015259,-0.06684494018554688,1166,1980,1.693530797958374,316800,0.426502525806427,,,
1.487292766571045,-225.71783447265625,1166,1990,1.6518713235855103,318400,0.002262014662846923,,,
1.4170353412628174,-382.43060302734375,1166,2000,1.5409572124481201,320000,0.0577458031475544,,,
,,,,,,,0.98,0.020000000000000018,0.0
1.7935762405395508,-80.86810302734375,1145,2010,1.3417670726776123,321600,0.00020470200979616493,,,
1.8790018558502197,-340.8258972167969,1145,2020,1.7130403518676758,323200,0.012687714770436287,,,
1.7854740619659424,-114.83863830566406,1145,2030,1.689532995223999,324800,0.0008517132955603302,,,
0.39533767104148865,-237.57916259765625,1145,2040,0.6953933835029602,326400,0.0008151641231961548,,,
0.9640899896621704,-0.06781613826751709,1145,2050,1.202897310256958,328000,0.43890905380249023,,,
1.6283727884292603,-171.7718505859375,1145,2060,1.7729705572128296,329600,0.0013808582443743944,,,
1.1245529651641846,-856.3262329101562,1145,2070,1.5037676095962524,331200,0.0002820458321366459,,,
1.363190770149231,-70.79918670654297,1146,2080,1.48952317237854,332800,0.0049311378970742226,,,
1.6500800848007202,-3382.588134765625,1146,2090,1.7323614358901978,334400,0.011836010031402111,,,
1.555855393409729,-8.716361045837402,1146,2100,1.583117127418518,336000,0.00015615274605806917,,,
1.5393950939178467,-0.2271519899368286,1146,2110,1.5842368602752686,337600,9.50093162828125e-05,,,
1.0886355638504028,-903.8684692382812,1146,2120,1.5723521709442139,339200,0.009082572534680367,,,
0.21150973439216614,-39.03107833862305,1146,2130,0.7127431631088257,340800,8.782192890066653e-05,,,
1.4242322444915771,-9.233481407165527,1146,2140,1.7308323383331299,342400,7.19091622158885e-05,,,
1.6363592147827148,-1700.60205078125,1147,2150,1.6309764385223389,344000,0.0682683140039444,,,
2.3306801319122314,-227.27450561523438,1147,2160,1.168546199798584,345600,0.0013215054059401155,,,
1.4669405221939087,-185.79083251953125,1147,2170,1.7191944122314453,347200,0.014772238209843636,,,
1.6492669582366943,-173.32293701171875,1147,2180,1.5414737462997437,348800,0.002255126601085067,,,
1.8459177017211914,-2674.2275390625,1148,2190,1.5720245838165283,350400,0.0012038013665005565,,,
0.7799929976463318,-5700.8310546875,1148,2200,0.982073187828064,352000,0.001437026192434132,,,
1.1893250942230225,-273.5467529296875,1148,2210,1.4553853273391724,353600,0.013469234108924866,,,
1.6878389120101929,-107.7776107788086,1149,2220,1.4992382526397705,355200,0.0015267003327608109,,,
0.864498496055603,-91.61053466796875,1149,2230,1.4073001146316528,356800,0.004622406326234341,,,
