ewc_loss,kl_loss,win_rate_nobomb,win_rate_simple,win_rate_static_3
1.7173199e-05,0.027651789,,,
1.681066e-05,0.032821454,,,
1.9410118e-05,0.03968904,,,
2.020476e-05,0.041522417,,,
1.6850932e-05,0.028510757,,,
1.6057727e-05,0.03644674,,,
1.8251043e-05,0.03662483,,,
1.6645146e-05,0.024399986,,,
2.1387035e-05,0.03462048,,,
1.8588667e-05,0.022850221,,,
1.8099554e-05,0.0289264,,,
,,0.78,0.16,0.0
1.8108944e-05,0.029878175,,,
1.6490676e-05,0.040801797,,,
1.7031649e-05,0.033895534,,,
1.6712831e-05,0.022919709,,,
1.787572e-05,0.03434606,,,
1.6977916e-05,0.02824957,,,
1.6128484e-05,0.032483038,,,
1.7948907e-05,0.03344772,,,
2.03852e-05,0.032241084,,,
1.6861917e-05,0.042438835,,,
1.976796e-05,0.03667657,,,
1.6544025e-05,0.031504717,,,
1.937086e-05,0.031214533,,,
1.830415e-05,0.036016997,,,
1.9310894e-05,0.039432593,,,
2.0646476e-05,0.03756719,,,
,,0.86,0.08,0.0
1.738434e-05,0.028830944,,,
1.8163251e-05,0.029396327,,,
1.6649197e-05,0.03124982,,,
1.6258222e-05,0.03698501,,,
1.6785882e-05,0.03144602,,,
1.7684655e-05,0.031515468,,,
1.7914303e-05,0.034910947,,,
1.606179e-05,0.027961345,,,
1.8195435e-05,0.03773387,,,
1.7782644e-05,0.030650282,,,
2.0807402e-05,0.031722832,,,
1.5930784e-05,0.041846763,,,
1.6809665e-05,0.032765135,,,
1.8695571e-05,0.03706758,,,
1.5474872e-05,0.030086711,,,
1.6581442e-05,0.034782898,,,
,,0.82,0.1,0.0
1.7688004e-05,0.032604013,,,
1.6537078e-05,0.031232595,,,
1.6789967e-05,0.03452308,,,
1.660254e-05,0.039312113,,,
1.754179e-05,0.029892396,,,
1.7263445e-05,0.03264419,,,
1.725775e-05,0.03139842,,,
1.7788616e-05,0.030199023,,,
1.753022e-05,0.026484458,,,
1.723075e-05,0.030334711,,,
1.597938e-05,0.035035096,,,
1.5844502e-05,0.025821388,,,
1.966936e-05,0.029654833,,,
1.8081933e-05,0.040953513,,,
1.6725213e-05,0.03628488,,,
1.7823008e-05,0.036574192,,,
,,0.78,0.04,0.0
1.9048677e-05,0.028459685,,,
1.7321887e-05,0.026141811,,,
1.8354367e-05,0.03824464,,,
1.9054349e-05,0.029046366,,,
1.7409453e-05,0.03312005,,,
1.8829101e-05,0.02785657,,,
1.966563e-05,0.029079914,,,
1.777918e-05,0.030851254,,,
1.6495625e-05,0.028935976,,,
1.9344825e-05,0.030341974,,,
1.748495e-05,0.031555798,,,
1.6907823e-05,0.036926486,,,
1.6151444e-05,0.028762205,,,
1.98545e-05,0.032626163,,,
1.8821345e-05,0.029862115,,,
1.6353317e-05,0.034802083,,,
,,0.84,0.16,0.0
1.841879e-05,0.02830019,,,
1.6599995e-05,0.031489864,,,
1.713156e-05,0.03461042,,,
1.6059254e-05,0.028829776,,,
2.016091e-05,0.028076356,,,
1.5467947e-05,0.038787697,,,
1.9151066e-05,0.032636255,,,
2.5654042e-05,0.039049495,,,
1.7103166e-05,0.03390535,,,
1.646677e-05,0.026631415,,,
1.5090235e-05,0.043194283,,,
1.795581e-05,0.024381328,,,
1.744398e-05,0.026714273,,,
1.8174413e-05,0.032594837,,,
1.7204287e-05,0.034170367,,,
1.6367874e-05,0.023918428,,,
,,0.84,0.1,0.0
1.6843725e-05,0.027518477,,,
1.8633053e-05,0.027276091,,,
1.5988662e-05,0.031217385,,,
2.0486417e-05,0.028706072,,,
1.7088843e-05,0.025438525,,,
1.8108529e-05,0.03258659,,,
1.643956e-05,0.033759728,,,
1.7041224e-05,0.029453544,,,
1.6254495e-05,0.029887773,,,
1.7970073e-05,0.031035902,,,
1.813744e-05,0.029846923,,,
1.847103e-05,0.037462223,,,
1.7324857e-05,0.04367512,,,
1.739532e-05,0.03338951,,,
1.737364e-05,0.0338746,,,
1.748536e-05,0.02538355,,,
,,0.86,0.2,0.0
1.5441592e-05,0.030471046,,,
1.6605212e-05,0.032694966,,,
1.7190338e-05,0.032391265,,,
1.5787931e-05,0.02713184,,,
1.6661374e-05,0.025990693,,,
1.9287776e-05,0.03039755,,,
1.697137e-05,0.032249764,,,
1.8170951e-05,0.033317436,,,
1.5209621e-05,0.032771036,,,
1.7883141e-05,0.033645187,,,
1.7570268e-05,0.03371622,,,
1.6850538e-05,0.035650432,,,
1.7242572e-05,0.031661898,,,
1.7689701e-05,0.026916148,,,
1.9051755e-05,0.03860203,,,
1.7212382e-05,0.030219018,,,
,,0.82,0.12,0.0
1.6711256e-05,0.03457315,,,
1.7501907e-05,0.028442644,,,
1.705285e-05,0.038509164,,,
1.5853364e-05,0.029749626,,,
1.8829041e-05,0.027759707,,,
1.7657543e-05,0.032539193,,,
1.5501444e-05,0.029216766,,,
1.7475333e-05,0.028172093,,,
1.6975651e-05,0.031641368,,,
1.64625e-05,0.031602412,,,
1.8098553e-05,0.032761645,,,
1.6744061e-05,0.03183098,,,
1.6973157e-05,0.03345673,,,
1.5769267e-05,0.037712846,,,
1.9861216e-05,0.029103203,,,
1.7817454e-05,0.026334345,,,
,,0.82,0.08,0.0
1.8351246e-05,0.029150004,,,
1.5567313e-05,0.031923648,,,
1.6507076e-05,0.03088574,,,
1.6245252e-05,0.029142432,,,
1.653122e-05,0.02651388,,,
1.8261737e-05,0.026544614,,,
1.7130475e-05,0.024657037,,,
1.7080816e-05,0.035394188,,,
1.7421593e-05,0.03308572,,,
1.715911e-05,0.038728215,,,
1.799041e-05,0.027116003,,,
1.741181e-05,0.032600828,,,
1.8205044e-05,0.031463362,,,
1.5635673e-05,0.033235084,,,
1.6696382e-05,0.02888286,,,
1.7820057e-05,0.031593744,,,
,,0.82,0.18,0.0
1.4769701e-05,0.03432131,,,
1.7415352e-05,0.0315531,,,
2.5652665e-05,0.027341433,,,
1.6499689e-05,0.026179606,,,
1.5458121e-05,0.03646718,,,
1.5816806e-05,0.030544493,,,
1.6579112e-05,0.025321703,,,
1.4254628e-05,0.026967661,,,
1.630657e-05,0.022342723,,,
1.6485657e-05,0.028126974,,,
1.6921746e-05,0.030764641,,,
1.50490405e-05,0.028331375,,,
1.7063161e-05,0.024927843,,,
1.6696951e-05,0.031182636,,,
1.9283661e-05,0.039452888,,,
1.7389937e-05,0.028129281,,,
,,0.8,0.12,0.0
1.654866e-05,0.033544373,,,
1.7607525e-05,0.03159332,,,
1.6558859e-05,0.03095344,,,
1.694598e-05,0.028093912,,,
1.6457632e-05,0.03275177,,,
1.5731566e-05,0.028675795,,,
1.5957896e-05,0.027372656,,,
1.6752245e-05,0.023990162,,,
1.8972247e-05,0.02821897,,,
1.7905764e-05,0.028310841,,,
1.7795513e-05,0.027267765,,,
1.7074346e-05,0.031946518,,,
1.6508573e-05,0.02602348,,,
1.8519238e-05,0.034824695,,,
2.0236334e-05,0.031080188,,,
1.7918568e-05,0.023423305,,,
,,0.82,0.1,0.0
1.6804506e-05,0.028301395,,,
1.7352395e-05,0.030133523,,,
1.919969e-05,0.027654178,,,
1.5933752e-05,0.028751738,,,
1.7890488e-05,0.028676068,,,
1.6096012e-05,0.03383188,,,
1.683016e-05,0.03435779,,,
1.8507451e-05,0.032352034,,,
1.66514e-05,0.03084432,,,
1.7028891e-05,0.028796956,,,
1.540196e-05,0.032710806,,,
1.5049014e-05,0.029832216,,,
1.7452454e-05,0.028219335,,,
1.6444927e-05,0.030615741,,,
1.563101e-05,0.036031123,,,
2.4133202e-05,0.038057037,,,
,,0.76,0.24,0.0
1.5767151e-05,0.028355684,,,
1.722931e-05,0.022691915,,,
1.6271566e-05,0.032955255,,,
1.597579e-05,0.022370376,,,
1.8450479e-05,0.027886115,,,
1.6958087e-05,0.025357485,,,
1.9314888e-05,0.03058495,,,
2.2257278e-05,0.028388353,,,
1.4661576e-05,0.029878719,,,
1.5660527e-05,0.02832248,,,
1.706514e-05,0.029772991,,,
3.346295e-05,0.058801513,,,
1.72637e-05,0.028995754,,,
1.6166485e-05,0.03538693,,,
1.8429542e-05,0.032953717,,,
1.7528551e-05,0.023908017,,,
,,0.88,0.16,0.0
1.4749514e-05,0.026461944,,,
1.3286841e-05,0.026349682,,,
1.7843937e-05,0.025603522,,,
1.810776e-05,0.02769567,,,
1.4445434e-05,0.024855182,,,
1.544387e-05,0.030388612,,,
1.6983944e-05,0.025539892,,,
1.6310625e-05,0.030223045,,,
1.7679946e-05,0.032158755,,,
1.5728696e-05,0.028158912,,,
1.8709303e-05,0.02724298,,,
1.52225375e-05,0.0275392,,,
1.5258976e-05,0.024394127,,,
1.5780297e-05,0.020973211,,,
1.5539106e-05,0.029805616,,,
1.7814331e-05,0.029537378,,,
,,0.88,0.16,0.0
1.6542004e-05,0.02339445,,,
1.5324022e-05,0.02753319,,,
1.6994716e-05,0.02853511,,,
1.875194e-05,0.02395048,,,
1.7321741e-05,0.02939511,,,
1.5631555e-05,0.040578157,,,
1.5836617e-05,0.028315494,,,
1.6019587e-05,0.02601689,,,
1.8725925e-05,0.029142454,,,
1.5360889e-05,0.029323984,,,
1.8461078e-05,0.029175606,,,
1.7500222e-05,0.03036522,,,
1.8207227e-05,0.034517393,,,
2.0607838e-05,0.032859076,,,
1.7797895e-05,0.03342616,,,
1.7051128e-05,0.025373332,,,
,,0.88,0.14,0.0
1.413208e-05,0.033850335,,,
1.6738837e-05,0.035725113,,,
1.7736107e-05,0.027240913,,,
1.7064722e-05,0.024784053,,,
1.5580474e-05,0.026961226,,,
1.6068394e-05,0.03009135,,,
1.4615087e-05,0.026118625,,,
1.9823416e-05,0.029108848,,,
1.8015715e-05,0.032665286,,,
1.8202314e-05,0.03286059,,,
1.529792e-05,0.03019872,,,
1.693992e-05,0.03037249,,,
1.5662488e-05,0.035308022,,,
1.6500553e-05,0.033574,,,
1.5385252e-05,0.02709632,,,
1.749337e-05,0.027730389,,,
,,0.78,0.1,0.0
1.5504105e-05,0.026859095,,,
1.4590905e-05,0.02688268,,,
1.6354914e-05,0.026048644,,,
1.5416364e-05,0.02745104,,,
1.8593013e-05,0.028389588,,,
1.6775175e-05,0.024812896,,,
1.7014696e-05,0.0325758,,,
1.5862597e-05,0.032561257,,,
1.8109682e-05,0.02649861,,,
1.5257449e-05,0.027892992,,,
1.6124184e-05,0.030480554,,,
1.5347774e-05,0.025857335,,,
1.5722237e-05,0.024956632,,,
1.5375363e-05,0.026630335,,,
1.7841538e-05,0.024887908,,,
1.7887185e-05,0.032898143,,,
,,0.88,0.16,0.0
1.2920239e-05,0.028528834,,,
1.6527214e-05,0.031444315,,,
1.7025888e-05,0.02556681,,,
1.6604949e-05,0.029729458,,,
1.628285e-05,0.025600677,,,
1.6726623e-05,0.026797084,,,
1.8549486e-05,0.0307387,,,
1.9774101e-05,0.030740235,,,
1.9843314e-05,0.032442734,,,
1.8078503e-05,0.0296082,,,
1.6411295e-05,0.03145374,,,
1.6810342e-05,0.02690408,,,
1.7471955e-05,0.028636394,,,
1.8284562e-05,0.030097462,,,
1.579839e-05,0.021197354,,,
1.6888378e-05,0.036091506,,,
,,0.86,0.1,0.0
1.4509692e-05,0.030691165,,,
1.4241956e-05,0.026517238,,,
1.6250484e-05,0.027243331,,,
1.6214279e-05,0.02510444,,,
1.6286895e-05,0.025800781,,,
1.56903e-05,0.031557653,,,
1.729619e-05,0.03473646,,,
1.8814702e-05,0.029563123,,,
1.6965987e-05,0.028577302,,,
1.6951302e-05,0.028964927,,,
1.6905813e-05,0.030743418,,,
1.5844966e-05,0.027505007,,,
1.8470451e-05,0.031933013,,,
1.6037327e-05,0.026835628,,,
1.7409784e-05,0.03391235,,,
1.6657748e-05,0.028581528,,,
,,0.8,0.1,0.0
1.5136213e-05,0.026701415,,,
1.7711385e-05,0.030023437,,,
1.6495482e-05,0.028619222,,,
1.6042672e-05,0.024013365,,,
1.9601603e-05,0.02588518,,,
1.507343e-05,0.026230495,,,
1.8433657e-05,0.021708205,,,
1.5361335e-05,0.027526222,,,
1.6382128e-05,0.028068379,,,
1.7330147e-05,0.023846216,,,
1.5271697e-05,0.03021034,,,
1.6175838e-05,0.027500834,,,
1.766136e-05,0.028263511,,,
1.8325796e-05,0.025996804,,,
1.6109781e-05,0.028129324,,,
1.7875831e-05,0.037411958,,,
,,0.82,0.1,0.0
1.6432476e-05,0.03524,,,
1.3255957e-05,0.036761064,,,
2.253334e-05,0.029061079,,,
1.8168725e-05,0.029161582,,,
1.6010725e-05,0.03013036,,,
1.6156151e-05,0.025097333,,,
1.644778e-05,0.029335832,,,
1.711077e-05,0.026169658,,,
1.9181341e-05,0.03177696,,,
1.5964664e-05,0.02705907,,,
1.6720955e-05,0.026625585,,,
1.5468273e-05,0.024828417,,,
1.6098642e-05,0.022435402,,,
1.5773581e-05,0.030387828,,,
1.7679027e-05,0.025981236,,,
1.633637e-05,0.032645203,,,
,,0.8,0.12,0.0
1.6410248e-05,0.028068783,,,
1.781148e-05,0.025890896,,,
1.6284675e-05,0.030412953,,,
1.547944e-05,0.021852806,,,
1.6374022e-05,0.02657136,,,
1.5408865e-05,0.03281158,,,
1.632575e-05,0.030134961,,,
1.6320873e-05,0.029480586,,,
2.2937564e-05,0.03160387,,,
1.8238161e-05,0.025108166,,,
1.5925236e-05,0.026991291,,,
1.5936866e-05,0.028408334,,,
1.7767772e-05,0.032687645,,,
1.680662e-05,0.037398234,,,
1.7173044e-05,0.026806314,,,
1.6920636e-05,0.028407726,,,
,,0.78,0.16,0.0
1.5511067e-05,0.025249993,,,
1.5029174e-05,0.028420873,,,
1.606387e-05,0.027164051,,,
1.4877525e-05,0.027837908,,,
1.6186084e-05,0.025958927,,,
1.4738908e-05,0.037418194,,,
1.5646614e-05,0.024835035,,,
1.4202466e-05,0.023134928,,,
1.599238e-05,0.02957236,,,
1.5436155e-05,0.029617451,,,
1.6115255e-05,0.026832439,,,
1.7922075e-05,0.03477956,,,
1.6035561e-05,0.027503794,,,
1.6449158e-05,0.03024578,,,
2.0897023e-05,0.02442981,,,
1.613441e-05,0.02315176,,,
,,0.8,0.14,0.0
1.6274147e-05,0.027588256,,,
1.586354e-05,0.024394546,,,
1.593921e-05,0.024906848,,,
1.6304322e-05,0.028902078,,,
1.758554e-05,0.028478527,,,
1.6391392e-05,0.024759248,,,
1.8018585e-05,0.026071811,,,
1.652804e-05,0.025470262,,,
1.5976815e-05,0.029480414,,,
1.711544e-05,0.0247131,,,
1.6348176e-05,0.028822234,,,
1.605786e-05,0.03280942,,,
1.818478e-05,0.03011335,,,
1.730217e-05,0.025405176,,,
1.6537875e-05,0.02479052,,,
1.590518e-05,0.02562334,,,
,,0.86,0.14,0.0
1.9488782e-05,0.028559908,,,
1.6444154e-05,0.027659526,,,
1.4619728e-05,0.026202936,,,
1.52538305e-05,0.02772321,,,
1.4442086e-05,0.031401157,,,
1.453907e-05,0.022944639,,,
1.5908801e-05,0.028945275,,,
1.7603039e-05,0.030396571,,,
1.6224481e-05,0.025599506,,,
1.5405596e-05,0.024711343,,,
1.755775e-05,0.028239623,,,
1.6622136e-05,0.033698812,,,
1.7912287e-05,0.037506256,,,
1.4899601e-05,0.032130998,,,
1.7473349e-05,0.031062808,,,
1.518738e-05,0.025443353,,,
,,0.88,0.16,0.0
1.5756343e-05,0.028915932,,,
1.5852434e-05,0.035291567,,,
1.5548057e-05,0.026882853,,,
1.8075118e-05,0.025783047,,,
1.5692838e-05,0.026421564,,,
1.5851425e-05,0.021935295,,,
1.7076163e-05,0.02308504,,,
1.572127e-05,0.026063679,,,
1.6167343e-05,0.029766116,,,
1.6343885e-05,0.023596693,,,
1.6078886e-05,0.027456965,,,
1.5689213e-05,0.03250524,,,
1.7413073e-05,0.026320238,,,
1.899895e-05,0.032855343,,,
2.036639e-05,0.03244626,,,
1.5690955e-05,0.033344265,,,
,,0.78,0.08,0.0
1.5252974e-05,0.027977323,,,
1.6716682e-05,0.026319895,,,
1.6029984e-05,0.02357882,,,
1.49229245e-05,0.027709713,,,
1.5235774e-05,0.023873636,,,
1.5264859e-05,0.028574191,,,
1.6856115e-05,0.023819631,,,
1.5899208e-05,0.025205921,,,
1.7195829e-05,0.02012772,,,
1.679775e-05,0.03155668,,,
1.6526845e-05,0.032377616,,,
1.8515455e-05,0.032697614,,,
1.7085058e-05,0.030089717,,,
1.5115884e-05,0.026636744,,,
1.8446588e-05,0.024917074,,,
1.7442586e-05,0.03167036,,,
,,0.82,0.06,0.0
1.472558e-05,0.023300149,,,
1.4840049e-05,0.029275527,,,
1.5264688e-05,0.028419817,,,
1.69803e-05,0.024267897,,,
1.6799184e-05,0.026715893,,,
1.5869418e-05,0.03006441,,,
1.6539614e-05,0.024456777,,,
1.7598722e-05,0.025145806,,,
1.7711234e-05,0.02400863,,,
1.5822485e-05,0.025696017,,,
1.8540746e-05,0.02384871,,,
1.8328683e-05,0.028899739,,,
1.5772093e-05,0.02663775,,,
1.5924103e-05,0.022776209,,,
1.8039793e-05,0.027930925,,,
1.8053153e-05,0.029739236,,,
,,0.88,0.14,0.0
1.6089172e-05,0.02327679,,,
1.6834216e-05,0.0252605,,,
1.5274776e-05,0.019264942,,,
1.5141399e-05,0.025755607,,,
1.5882024e-05,0.027994981,,,
1.798913e-05,0.021433175,,,
1.5296919e-05,0.023332402,,,
1.6381506e-05,0.031543024,,,
